tempo,amplitude,amplitude_filtered,noise
7.640000000000006e-06,6.7863825,6.770342406478217,0.016040093521783483
7.660000000000006e-06,6.78373,6.7648139720137515,0.018916027986248807
7.680000000000006e-06,6.7773396,6.758676441178505,0.018663158821495607
7.700000000000006e-06,6.7697041,6.75211854986654,0.01758555013346008
7.720000000000006e-06,6.7583301,6.745349886810734,0.01298021318926601
7.740000000000007e-06,6.7388545,6.738586804161632,0.00026769583836827593
7.760000000000007e-06,6.7156397,6.732034399867569,-0.01639469986756925
7.780000000000007e-06,6.6974113,6.7258677767977595,-0.028456476797759755
7.800000000000007e-06,6.6872855,6.720216527523326,-0.03293102752332633
7.820000000000006e-06,6.6914946,6.715156157752758,-0.023661557752757467
7.840000000000006e-06,6.7013127,6.710708845034168,-0.009396145034168413
7.860000000000006e-06,6.7086371,6.706853806285029,0.0017832937149711015
7.880000000000006e-06,6.7197001,6.703545211132064,0.016154888867935924
7.900000000000007e-06,6.7257756,6.700733696987502,0.025041903012498423
7.920000000000007e-06,6.7274868,6.698386604343912,0.029100195656088346
7.940000000000007e-06,6.7229635,6.696502252466027,0.026461247533972276
7.960000000000007e-06,6.7115821,6.6951148391896504,0.01646726081034977
7.980000000000007e-06,6.6977053,6.694288573858844,0.003416726141155735
8.000000000000006e-06,6.6875653,6.694101973128901,-0.006536673128900716
8.020000000000006e-06,6.6799154,6.694625334296768,-0.0147099342967687
8.040000000000006e-06,6.6741323,6.695895800577935,-0.021763500577934636
8.060000000000008e-06,6.6764484,6.697894902651431,-0.021446502651430777
8.080000000000007e-06,6.6818773,6.700532990452559,-0.018655690452558993
8.100000000000007e-06,6.6897954,6.7036437319824875,-0.013848331982487139
8.120000000000007e-06,6.7008258,6.7069901424947105,-0.006164342494710873
8.140000000000007e-06,6.7099821,6.710281760907896,-0.0002996609078955714
8.160000000000007e-06,6.716641,6.713200932001231,0.0034400679987687255
8.180000000000006e-06,6.7232952,6.715434916767001,0.00786028323299881
8.200000000000006e-06,6.7280743,6.716709852795706,0.011364447204294414
8.220000000000008e-06,6.7297314,6.716822424972098,0.012908975027902336
8.240000000000008e-06,6.7282664,6.715665422072338,0.01260097792766146
8.260000000000007e-06,6.7267952,6.7132440611381226,0.013551138861877199
8.280000000000007e-06,6.7246944,6.709680960464543,0.01501343953545664
8.300000000000007e-06,6.7169776,6.705208831758356,0.011768768241643635
8.320000000000007e-06,6.7080075,6.700151257252777,0.00785624274722263
8.340000000000007e-06,6.6959139,6.694893243629699,0.0010206563703007987
8.360000000000006e-06,6.6800733,6.689844493870855,-0.009771193870855122
8.380000000000008e-06,6.6723275,6.685399342031511,-0.013071842031511238
8.400000000000008e-06,6.6676901,6.681897856338101,-0.01420775633810134
8.420000000000007e-06,6.6605516,6.679592587767484,-0.019040987767484197
8.440000000000007e-06,6.661507,6.678624808856421,-0.01711780885642078
8.460000000000007e-06,6.6643235,6.679012963061796,-0.014689463061795749
8.480000000000007e-06,6.6671309,6.680654595310169,-0.013523695310168726
8.500000000000007e-06,6.6761617,6.683341427810563,-0.007179727810563641
8.520000000000007e-06,6.6876763,6.686785647514094,0.0008906524859053633
8.540000000000008e-06,6.7016745,6.690654051153805,0.01102044884619513
8.560000000000008e-06,6.7119234,6.694605629833781,0.01731777016621905
8.580000000000008e-06,6.7171763,6.698327655833567,0.01884864416643328
8.600000000000007e-06,6.7267819,6.7015655026085845,0.025216397391415235
8.620000000000007e-06,6.7320142,6.704142309901727,0.027871890098272623
8.640000000000007e-06,6.7229008,6.705966104702408,0.01693469529759195
8.660000000000007e-06,6.7069206,6.707023939358448,-0.00010333935844819564
8.680000000000007e-06,6.6959155,6.707364753439195,-0.011449253439194784
8.700000000000008e-06,6.6942481,6.707074599045779,-0.012826499045778483
8.720000000000008e-06,6.687583,6.706249125698172,-0.018666125698172387
8.740000000000008e-06,6.6790364,6.7049685244821955,-0.025932124482195285
8.760000000000008e-06,6.6773339,6.703279513685543,-0.02594561368554338
8.780000000000007e-06,6.6824752,6.701187611146865,-0.018712411146864838
8.800000000000007e-06,6.6919672,6.698661091397501,-0.006693891397500984
8.820000000000007e-06,6.6958373,6.695645910357008,0.0001913896429917017
8.840000000000007e-06,6.7009411,6.692088848822606,0.008852251177393633
8.860000000000008e-06,6.7079016,6.687964569765446,0.019937030234553177
8.880000000000008e-06,6.7073695,6.683301481776178,0.024068018223822207
8.900000000000008e-06,6.7005912,6.67820136039964,0.02238983960035945
8.920000000000008e-06,6.6937992,6.672848573177321,0.02095062682267912
8.940000000000008e-06,6.6857466,6.667506332287522,0.018240267712477554
8.960000000000007e-06,6.6733169,6.662499394980725,0.010817505019274698
8.980000000000007e-06,6.657133,6.658184736294308,-0.0010517362943076591
9.000000000000007e-06,6.6428046,6.654913645666892,-0.012109045666892193
9.020000000000009e-06,6.6346942,6.65299018433252,-0.018295984332519666
9.040000000000008e-06,6.6296853,6.652631732866906,-0.022946432866906008
9.060000000000008e-06,6.6240381,6.6539372905477085,-0.02989919054770862
9.080000000000008e-06,6.625855,6.656868248056458,-0.031013248056458664
9.100000000000008e-06,6.6426149,6.661244663157407,-0.018629763157407275
9.120000000000008e-06,6.6643455,6.666757826949238,-0.002412326949237986
9.140000000000007e-06,6.6841908,6.672997431421721,0.011193368578278573
9.160000000000007e-06,6.7002804,6.679489412917766,0.020790987082233592
9.180000000000009e-06,6.7045117,6.685739074372134,0.01877262562786619
9.200000000000008e-06,6.7081033,6.691273706398934,0.016829593601066506
9.220000000000008e-06,6.7104317,6.695679595804918,0.014752104195082438
